<ID>;<Name>;ATPD_PICT_EUROFEUILLE;ATPD_PICT_AB_AGRI_BIO;photo_id;media_url
P02000000000C15;BIOL YOPLAIT PANIER FRU JAU X6;Oui;Oui;MEDIASTEP76248759;https://media.auchan.fr/MEDIASTEP76248759_0x0/
P02000000000C4F;REG BIOPYRENEES BIOL VAN 4X115;;Oui;MEDIASTEP165478667;https://media.auchan.fr/MEDIASTEP165478667_0x0/
P02000000000C7L;AUC BIOD YAG NATURE 4X125G;Oui;;MEDIASTEP77426570;https://media.auchan.fr/MEDIASTEP77426570_0x0/
P02000000000C82;AUC BIOD FROM FRAIS NATURE X4;Oui;;MEDIASTEP76447154;https://media.auchan.fr/MEDIASTEP76447154_0x0/
P02000000000C7Z;AUC BIOD FLANTASTIK CARAMEL X4;Oui;;MEDIASTEP77426565;https://media.auchan.fr/MEDIASTEP77426565_0x0/
P02000000000C81;AUC BIOD FLANTASTIK CHOCO X4;Oui;;MEDIASTEP81341080;https://media.auchan.fr/MEDIASTEP81341080_0x0/
P02000000000CCV;REG BIOPYRENEES BIOL NAT 4X115;Oui;Oui;MEDIASTEP167000317;https://media.auchan.fr/MEDIASTEP167000317_0x0/
P02000000000CS9;BIOL CANDY UP FRAISE 4X20CL;;Oui;MEDIASTEP102230011;https://media.auchan.fr/MEDIASTEP102230011_0x0/
P02000000000C83;AUC BIO FONDANT CHOCO X2;Oui;;MEDIASTEP89124145;https://media.auchan.fr/MEDIASTEP89124145_0x0/
P02000000000DJ5;BIOL E&V CREME EPAIS ENT 33CL;Oui;Oui;MEDIASTEP135547438;https://media.auchan.fr/MEDIASTEP135547438_0x0/
P02000000000DJ6;BIOL E&V CREM EPAIS LEGER 33CL;Oui;Oui;MEDIASTEP135546654;https://media.auchan.fr/MEDIASTEP135546654_0x0/
P02000000000DLX;BIOL RIANS CREM BRUL VAN 2X90G;Oui;;MEDIASTEP93488195;https://media.auchan.fr/MEDIASTEP93488195_0x0/
P02000000000DOO;REG BIO FOREZ FAISSELLE 6X100G;Oui;Oui;MEDIASTEP132370358;https://media.auchan.fr/MEDIASTEP132370358_0x0/
P02000000000EWD;BIO DANONE NATURE 8X125G PC;Oui;Oui;MEDIASTEP132852089;https://media.auchan.fr/MEDIASTEP132852089_0x0/
P02000000000F4G;BIOL C&A SSA BOCL POM BAN 650G;;Oui;MEDIASTEP84012367;https://media.auchan.fr/MEDIASTEP84012367_0x0/
P02000000000GD2;BIO VRAI DESS FDT CHOCO 4X100G;;Oui;MEDIASTEP164470619;https://media.auchan.fr/MEDIASTEP164470619_0x0/
P02000000000GD0;BIO VRAI DESS FDT NOISE 4X100G;;Oui;MEDIASTEP138957282;https://media.auchan.fr/MEDIASTEP138957282_0x0/
P02000000000GN6;BIOL LACTEL MAX CHOCO 3X20CL;Oui;Oui;MEDIASTEP80202559;https://media.auchan.fr/MEDIASTEP80202559_0x0/
P02000000000HRP;BIO LES300 YT BRAS NAT X4;;Oui;MEDIASTEP84688264;https://media.auchan.fr/MEDIASTEP84688264_0x0/
P02000000000HRF;BIO 300BIO YRT BRASSE CITR X4;;Oui;MEDIASTEP133349593;https://media.auchan.fr/MEDIASTEP133349593_0x0/
P02000000000HRM;BIO LES300 YT BRASSE VAN X4;;Oui;MEDIASTEP135687634;https://media.auchan.fr/MEDIASTEP135687634_0x0/
P02000000000HRQ;BIO 300 YT BRAS FRAISE FRB X4;;Oui;MEDIASTEP135687619;https://media.auchan.fr/MEDIASTEP135687619_0x0/
P02000000000IK6;AUC BIO YRT FRAISE FRAMB X4;Oui;;MEDIASTEP95923395;https://media.auchan.fr/MEDIASTEP95923395_0x0/
P02000000000IPE;AUC BIOD YRT BRASSE NATURE X4;Oui;;MEDIASTEP90920175;https://media.auchan.fr/MEDIASTEP90920175_0x0/
P02000000000KBP;BIO LACTEL LAIT 1/2E UHT  8X1L;Oui;Oui;MEDIASTEP140285311;https://media.auchan.fr/MEDIASTEP140285311_0x0/
P02000000000KX1;AUC BIOD FROMAGE FRAIS NAT X12;Oui;;MEDIASTEP102969948;https://media.auchan.fr/MEDIASTEP102969948_0x0/
P02000000000L28;BIOL FERMIERE YRT CITRON X2;Oui;Oui;MEDIASTEP132863447;https://media.auchan.fr/MEDIASTEP132863447_0x0/
P02000000000LCV;BIO VRAI YRT BRASSE CITRON X4;;Oui;MEDIASTEP138953509;https://media.auchan.fr/MEDIASTEP138953509_0x0/
P02000000000LCY;BIO VRAI FROM BLC BREB X4;;Oui;MEDIASTEP138972310;https://media.auchan.fr/MEDIASTEP138972310_0x0/
P02000000000LCX;BIO VRAI YRT BRASSE FRAMB X4;;Oui;MEDIASTEP85465977;https://media.auchan.fr/MEDIASTEP85465977_0x0/
P02000000000M5A;BIO VRAI FROMAGE BLANC 4X100G;;Oui;MEDIASTEP138953759;https://media.auchan.fr/MEDIASTEP138953759_0x0/
P02000000000NJO;AUC BIOD LAIT EQT 1/2E BK 6X1L;Oui;;MEDIASTEP90920171;https://media.auchan.fr/MEDIASTEP90920171_0x0/
P02000000000NJP;AUC BIOD LAIT EQT 1/2E BK 1L;Oui;Oui;MEDIASTEP87057183;https://media.auchan.fr/MEDIASTEP87057183_0x0/
P02000000000NUW;AUC BIOD CR EQT FL 30% 3X20CL;Oui;;MEDIASTEP134327909;https://media.auchan.fr/MEDIASTEP134327909_0x0/
P02000000000SIY;BIO MATIN LEGER BT 8X1L FF;Oui;Oui;MEDIASTEP158966059;https://media.auchan.fr/MEDIASTEP158966059_0x0/
P02000000000SNE;REG BIOL FERMIER YT CITRON X4;Oui;Oui;MEDIASTEP135457764;https://media.auchan.fr/MEDIASTEP135457764_0x0/
P02000000000SNK;REG BIOL FERMIER CD CHOCO X4;Oui;Oui;MEDIASTEP135457108;https://media.auchan.fr/MEDIASTEP135457108_0x0/
P02000000000SNN;REG BIOL FERMIER YT NATURE X4;Oui;Oui;MEDIASTEP135458592;https://media.auchan.fr/MEDIASTEP135458592_0x0/
P02000000000SNM;REG BIO FERMIER YT MYRTILLE X4;Oui;Oui;MEDIASTEP135458841;https://media.auchan.fr/MEDIASTEP135458841_0x0/
P02000000000U0J;AUC BIOD LAIT EQT 1/2E BK 8X1L;Oui;;MEDIASTEP122144653;https://media.auchan.fr/MEDIASTEP122144653_0x0/
P02000000000UJH;CONV YRT NATURE BIO 4X125G;Oui;Oui;MEDIASTEP67170342;https://media.auchan.fr/MEDIASTEP67170342_0x0/
P02000000000UK4;CONV YRT BIO CITRON 4X125G;;Oui;MEDIASTEP67170345;https://media.auchan.fr/MEDIASTEP67170345_0x0/
P02000000000UK3;CONV YRT VANILLE BIOL 4X125;;Oui;MEDIASTEP67170343;https://media.auchan.fr/MEDIASTEP67170343_0x0/
P02000000000UK1;CONV FAISSELLE BIO  4X100G;;Oui;MEDIASTEP67170344;https://media.auchan.fr/MEDIASTEP67170344_0x0/
P02000000000UWY;BIO 2 VACHES CREMEUH CAFE X4;Oui;Oui;MEDIASTEP137798170;https://media.auchan.fr/MEDIASTEP137798170_0x0/
P02000000000V5V;BIO VRAI DESS FOND VAN 4X100G;;Oui;MEDIASTEP160886456;https://media.auchan.fr/MEDIASTEP160886456_0x0/
P02000000000V5U;PUR NATUR YRT FRAIS EGLAN 500G;Oui;;MEDIASTEP157603684;https://media.auchan.fr/MEDIASTEP157603684_0x0/
P02000000000V7K;;;;MEDIASTEP157602045;https://media.auchan.fr/MEDIASTEP157602045_0x0/
P02000000000WUP;AUCHAN BIO CREME 15% POT 20CL;Oui;;MEDIASTEP137268280;https://media.auchan.fr/MEDIASTEP137268280_0x0/
P02000000000XJF;PUR NATUR YAOURT ABRICOT 150G;Oui;;MEDIASTEP122032648;https://media.auchan.fr/MEDIASTEP122032648_0x0/
P02000000000Y70;BIO L2V YRT VANI MADAGA 4X115;Oui;Oui;MEDIASTEP157603514;https://media.auchan.fr/MEDIASTEP157603514_0x0/
P02000000000Z8H;BIO FROMAGE BLC BREB VANI 400G;;Oui;MEDIASTEP160542573;https://media.auchan.fr/MEDIASTEP160542573_0x0/
P020000000011ZS;BIO YRT BRASS MANG PASSI 4X100;;Oui;MEDIASTEP133101308;https://media.auchan.fr/MEDIASTEP133101308_0x0/
P020000000015RN;BIOL LTR YRT POT VAN ECO 4X120;Oui;;MEDIASTEP138310928;https://media.auchan.fr/MEDIASTEP138310928_0x0/
P020000000015RV;BIOL YRT POT CITRON 4X125G ECO;;Oui;MEDIASTEP138314857;https://media.auchan.fr/MEDIASTEP138314857_0x0/
P020000000017JE;BIOL DANONE SKYR VANIL 2X140G;Oui;Oui;MEDIASTEP153633745;https://media.auchan.fr/MEDIASTEP153633745_0x0/
P020000000017R7;CREM DESS CARA BEUR SALE 4X100;Oui;;MEDIASTEP155800907;https://media.auchan.fr/MEDIASTEP155800907_0x0/
P020000000017S4;BIO RIZ LAIT NAT CAMARG 4X125G;Oui;;MEDIASTEP155800994;https://media.auchan.fr/MEDIASTEP155800994_0x0/
P020000000017S1;BIO YRT FRAMB FERMIER 4X125G;Oui;;MEDIASTEP155800806;https://media.auchan.fr/MEDIASTEP155800806_0x0/
P020000000017RY;BIO YRT ABRIC FERMIER 4X125G;Oui;;MEDIASTEP155800540;https://media.auchan.fr/MEDIASTEP155800540_0x0/
P020000000017S8;BIO YRT VANIL BOURB FERM 4X125;Oui;Oui;MEDIASTEP155801865;https://media.auchan.fr/MEDIASTEP155801865_0x0/
P020000000017RS;BIO RIZ LAIT VANIL BOURB 4X125;Oui;;MEDIASTEP155857311;https://media.auchan.fr/MEDIASTEP155857311_0x0/
P020000000017RV;BIO YRT FRAISE FERMIER 4X125G;Oui;;MEDIASTEP155865930;https://media.auchan.fr/MEDIASTEP155865930_0x0/
P020000000019Y5;BIO LAIT CRU POCHE 1L;Oui;;MEDIASTEP161411393;https://media.auchan.fr/MEDIASTEP161411393_0x0/
P02000000001A2L;BIO YAOURT ARO CITR 4X125G;Oui;;MEDIASTEP161411411;https://media.auchan.fr/MEDIASTEP161411411_0x0/
P02000000001A2K;BIO YAOURT AROM VANIL 4X125G;Oui;Oui;MEDIASTEP161411409;https://media.auchan.fr/MEDIASTEP161411409_0x0/
P02000000001A2F;YAOURT MYRTILLE 4X125G;Oui;;MEDIASTEP161411408;https://media.auchan.fr/MEDIASTEP161411408_0x0/
P02000000001A2I;BIO LAIT ENTIER NAT 4X125G;Oui;Oui;MEDIASTEP161411404;https://media.auchan.fr/MEDIASTEP161411404_0x0/
P02000000001A2Y;BIO CREME DESSERT CHOC 2X125G;Oui;Oui;MEDIASTEP161411400;https://media.auchan.fr/MEDIASTEP161411400_0x0/
P02000000001A2S;BIO FAISSELLES 4X100G;Oui;;MEDIASTEP161411401;https://media.auchan.fr/MEDIASTEP161411401_0x0/
P02000000001A2R;BIO YAOURT AROME FRAISE 4X125;Oui;Oui;MEDIASTEP161411405;https://media.auchan.fr/MEDIASTEP161411405_0x0/
P02000000001A2W;BIO OEUFS AU LAIT 4X100G;Oui;;MEDIASTEP161411399;https://media.auchan.fr/MEDIASTEP161411399_0x0/
P02000000001A2T;BIO RIZ AU LAIT4X110G;Oui;;MEDIASTEP161411396;https://media.auchan.fr/MEDIASTEP161411396_0x0/
P02000000001A2Q;BIO YAOURT  AROME CAFE 4X125G;Oui;;MEDIASTEP161411410;https://media.auchan.fr/MEDIASTEP161411410_0x0/
P02000000001A2V;BIO SEMOULE CARAMEL 4X110G;Oui;Oui;MEDIASTEP161411398;https://media.auchan.fr/MEDIASTEP161411398_0x0/
P02000000001A2N;BIO YAOURT AROME CERISE 4X125;Oui;Oui;MEDIASTEP161411406;https://media.auchan.fr/MEDIASTEP161411406_0x0/
P020000000003GK;BIOL ST HUBERT DX SHP 245G;Oui;Oui;MEDIASTEP84801111;https://media.auchan.fr/MEDIASTEP84801111_0x0/
P020000000002KA;BIO LEGALL BEUR MOTTE DX 250G;;Oui;MEDIASTEP69450535;https://media.auchan.fr/MEDIASTEP69450535_0x0/
P020000000003GP;BIOL ST HUBERT DX SHP 490G;Oui;Oui;MEDIASTEP147882102;https://media.auchan.fr/MEDIASTEP147882102_0x0/
A0220150903000863244;AUC BIO MGV DX BARQ 58% 250G;Oui;;MEDIASTEP9661749;https://media.auchan.fr/MEDIASTEP9661749_0x0/
A0220140408000790484;BIO GD FERM BEURRE NOIRMOU250G;Oui;Oui;MEDIASTEP133432033;https://media.auchan.fr/MEDIASTEP133432033_0x0/
A0220110704000012972;BIOL PRIMEVERE 55MG 250G;Oui;Oui;MEDIASTEP109307995;https://media.auchan.fr/MEDIASTEP109307995_0x0/
A0220100825000042710;BIO GD FERMAGE BEUR DOUX 125G;Oui;Oui;MEDIASTEP139731380;https://media.auchan.fr/MEDIASTEP139731380_0x0/
A0220100531000020877;BIO BEUR BARATT DOUX PLAQ 125G;Oui;Oui;MEDIASTEP65823670;https://media.auchan.fr/MEDIASTEP65823670_0x0/
A0220080715000019777;BIOL PRESID BEURR DX PLAQ 250G;Oui;;MEDIASTEP136643828;https://media.auchan.fr/MEDIASTEP136643828_0x0/
A0220071211000020056;BIO LEGALL BEURREGUERANDE125G;Oui;Oui;MEDIASTEP80202474;https://media.auchan.fr/MEDIASTEP80202474_0x0/
A0220050217000026797;BIO GD FERM BEURRE DEMISEL250G;Oui;Oui;MEDIASTEP132324199;https://media.auchan.fr/MEDIASTEP132324199_0x0/
A0220050217000026791;BIO GD FERM BEURRE DOUX 250G;Oui;Oui;MEDIASTEP133430762;https://media.auchan.fr/MEDIASTEP133430762_0x0/
P0200000000075Q;AUCHAN BIOD BEURRE ML DX 500G;Oui;;MEDIASTEP160901967;https://media.auchan.fr/MEDIASTEP160901967_0x0/
P0200000000075R;AUCHAN BIOD BEURRE ML DS 250G;Oui;;MEDIASTEP160901966;https://media.auchan.fr/MEDIASTEP160901966_0x0/
P0200000000075T;AUCHAN BIOD BEURRE ML DX 250G;Oui;;MEDIASTEP160901972;https://media.auchan.fr/MEDIASTEP160901972_0x0/
P0200000000075U;AUCHAN BIOD BEURRE ML DS 500G;Oui;;MEDIASTEP66063653;https://media.auchan.fr/MEDIASTEP66063653_0x0/
P0200000000085R;AUCHAN BIOD BEURRE PLQ DS 250G;Oui;;MEDIASTEP66051960;https://media.auchan.fr/MEDIASTEP66051960_0x0/
P0200000000085P;AUCHAN BIOD BEURRE PLQ DX 250G;Oui;;MEDIASTEP66051947;https://media.auchan.fr/MEDIASTEP66051947_0x0/
P0200000000090J;BIOL ST HUBERT OMEGA 3 240G;Oui;Oui;MEDIASTEP88388878;https://media.auchan.fr/MEDIASTEP88388878_0x0/
P020000000009T0;BIO LEGALL BEURRE GD CRU 250G;;Oui;MEDIASTEP91395467;https://media.auchan.fr/MEDIASTEP91395467_0x0/
P020000000009TH;BIO LEGALL BEURRE GDCRU DX250G;;Oui;MEDIASTEP91395466;https://media.auchan.fr/MEDIASTEP91395466_0x0/
P02000000000ABX;BIOL FRUIT DOR SHDP DOUX 375G;;Oui;MEDIASTEP135686737;https://media.auchan.fr/MEDIASTEP135686737_0x0/
P02000000000DJ4;BIOL E&V BEURRE DOUX 200G;Oui;Oui;MEDIASTEP132171808;https://media.auchan.fr/MEDIASTEP132171808_0x0/
P02000000000KP2;BIOL ELLE VIRE BEURRE DX 250G;Oui;Oui;MEDIASTEP132171733;https://media.auchan.fr/MEDIASTEP132171733_0x0/
P02000000000MJ5;BIOL ST HUBERT DOUX 230G;Oui;Oui;MEDIASTEP147882131;https://media.auchan.fr/MEDIASTEP147882131_0x0/
P02000000000QFR;REG BIO BEURRE DOUX 250G;;Oui;MEDIASTEP139803109;https://media.auchan.fr/MEDIASTEP139803109_0x0/
P02000000000VUR;BIOL ST HUBERT OMEGA DX 230G;Oui;Oui;MEDIASTEP140288649;https://media.auchan.fr/MEDIASTEP140288649_0x0/
P02000000000VUT;BIOL ST HUBERT OMEGA DS 230G;Oui;Oui;MEDIASTEP147882073;https://media.auchan.fr/MEDIASTEP147882073_0x0/
P020000000011HZ;BIO BEURRE DE BARATTE S G 125G;;Oui;MEDIASTEP132247910;https://media.auchan.fr/MEDIASTEP132247910_0x0/
P02000000001A2Z;BIO BEURRE LAIT CRU 250G;Oui;Oui;MEDIASTEP161411394;https://media.auchan.fr/MEDIASTEP161411394_0x0/
P02000000001A31;BIO DS BEURRE CRU 250G;Oui;Oui;MEDIASTEP161411395;https://media.auchan.fr/MEDIASTEP161411395_0x0/
A0220160218000025352;LUSTUCRU BIO OEUF TC 10+2OFF;;Oui;MEDIASTEP70731596;https://media.auchan.fr/MEDIASTEP70731596_0x0/
A0220160211000024080;BIOL LUSTUCRU OEUF TC X10;Oui;Oui;MEDIASTEP85722746;https://media.auchan.fr/MEDIASTEP85722746_0x0/
A0220150616000809929;BIOD LUSTUCRU OEUF TS GROS X6;Oui;Oui;MEDIASTEP57330744;https://media.auchan.fr/MEDIASTEP57330744_0x0/
A0220150511000807622;BIO COCORETTE OEUFS X6;Oui;Oui;MEDIASTEP147009945;https://media.auchan.fr/MEDIASTEP147009945_0x0/
A0220150318000805484;BIOD MATINES OEUFS TC X4;;Oui;MEDIASTEP103292619;https://media.auchan.fr/MEDIASTEP103292619_0x0/
A0220130418000643953;BIO MATINES OEUFS TC X10;Oui;Oui;MEDIASTEP103292617;https://media.auchan.fr/MEDIASTEP103292617_0x0/
A0220070212000018153;BIO LOUE OEUFS GROS X6;Oui;Oui;MEDIASTEP59250210;https://media.auchan.fr/MEDIASTEP59250210_0x0/
A0220060330000547822;BIOD COCORETTE OEUF X10;Oui;Oui;MEDIASTEP9659986;https://media.auchan.fr/MEDIASTEP9659986_0x0/
A0219980611000643748;BIOD LOUE OEUFS MOYEN X10;Oui;Oui;MEDIASTEP103389435;https://media.auchan.fr/MEDIASTEP103389435_0x0/
A0219970829000029704;BIOD MATINES TC OEUFS X6;Oui;Oui;MEDIASTEP103292624;https://media.auchan.fr/MEDIASTEP103292624_0x0/
P020000000007UF;AUC BIOD OEUFS PPA FILIERE X6;Oui;;MEDIASTEP65926520;https://media.auchan.fr/MEDIASTEP65926520_0x0/
P020000000007U9;AUC BIOD OEUFS PPA FILIERE X4;Oui;;MEDIASTEP65926519;https://media.auchan.fr/MEDIASTEP65926519_0x0/
P020000000008SJ;REG SAINTONG OEUF BIO OEUF X6;Oui;;MEDIASTEP136135423;https://media.auchan.fr/MEDIASTEP136135423_0x0/
P0200000000099N;AUC BIOD OEUFS PPA FILIERE X18;Oui;;MEDIASTEP69558442;https://media.auchan.fr/MEDIASTEP69558442_0x0/
P020000000009AZ;BIOL MAS D AUGE SS OGM 6;Oui;Oui;MEDIASTEP114486758;https://media.auchan.fr/MEDIASTEP114486758_0x0/
P020000000009AQ;BIO LOUE OEUFS CAL MOYEN X6;;Oui;MEDIASTEP85569945;https://media.auchan.fr/MEDIASTEP85569945_0x0/
P02000000000AMX;AUC BIOD OEUFS PPA FILIERE X12;Oui;;MEDIASTEP71523870;https://media.auchan.fr/MEDIASTEP71523870_0x0/
P02000000000CKW;BIO L OEUF QUI NE TUE PAS.. X6;;Oui;MEDIASTEP77419368;https://media.auchan.fr/MEDIASTEP77419368_0x0/
P02000000000DJ2;CEST QUI LE PATRON BIO OEUF X6;Oui;Oui;MEDIASTEP85722676;https://media.auchan.fr/MEDIASTEP85722676_0x0/
P02000000000DST;REG BREIZH ON EGG BIO OEUF X10;Oui;Oui;MEDIASTEP85466038;https://media.auchan.fr/MEDIASTEP85466038_0x0/
P02000000000FR2;REG BREIZH ON EGG BIOL OEUF X6;Oui;Oui;MEDIASTEP85466037;https://media.auchan.fr/MEDIASTEP85466037_0x0/
P02000000000HIV;REG BIOL L OEUF DES MAUGES X10;Oui;Oui;MEDIASTEP160315748;https://media.auchan.fr/MEDIASTEP160315748_0x0/
P02000000000HSR;REG BIO AVIBRESSE OEUFS X9;;Oui;MEDIASTEP104902099;https://media.auchan.fr/MEDIASTEP104902099_0x0/
P02000000000IP1;REG BIOL AVIBRESSE OEUF M/G X6;Oui;Oui;MEDIASTEP160571247;https://media.auchan.fr/MEDIASTEP160571247_0x0/
P02000000000KF7;BIOL NOUVELLE AGRI OEUFS X6;;Oui;MEDIASTEP157602016;https://media.auchan.fr/MEDIASTEP157602016_0x0/
P02000000000PA8;REG BIOL PLUME OEUFS X6 PACA;;Oui;MEDIASTEP96484399;https://media.auchan.fr/MEDIASTEP96484399_0x0/
P02000000000PEU;REG BIOL PLUME OEUFS X12 PACA;;Oui;MEDIASTEP96484398;https://media.auchan.fr/MEDIASTEP96484398_0x0/
P02000000000PF4;REG PLUME OEUFS PLEIN AIR X12;;Oui;MEDIASTEP162871090;https://media.auchan.fr/MEDIASTEP162871090_0x0/
P02000000000PF6;REG PLUME OEUFS PLEIN AIR X6;;Oui;MEDIASTEP162870755;https://media.auchan.fr/MEDIASTEP162870755_0x0/
P02000000000PF9;REG BIOL PLUME GROS OEUFS X10;;Oui;MEDIASTEP94084537;https://media.auchan.fr/MEDIASTEP94084537_0x0/
P02000000000PEV;REG BIOL PLUME GROS OEUFS X8;Oui;Oui;MEDIASTEP94084706;https://media.auchan.fr/MEDIASTEP94084706_0x0/
P02000000000PFB;REG BIOL PLUME OEUFS X15;;Oui;MEDIASTEP141705492;https://media.auchan.fr/MEDIASTEP141705492_0x0/
P02000000000QKH;REG BIO CLOS MALLY OEUFS X12;Oui;;MEDIASTEP94084736;https://media.auchan.fr/MEDIASTEP94084736_0x0/
P02000000000QKJ;REG BIO CLOS MALLY OEUFS X6;Oui;;MEDIASTEP94084735;https://media.auchan.fr/MEDIASTEP94084735_0x0/
P02000000000V8R;CORSOEUF BIO OEUF X6;Oui;Oui;MEDIASTEP104998788;https://media.auchan.fr/MEDIASTEP104998788_0x0/
P02000000000V8V;CORSOEUF BIO OEUF X10;Oui;Oui;MEDIASTEP104998785;https://media.auchan.fr/MEDIASTEP104998785_0x0/
P02000000000W4T;BIO VAL DE BELLE OEUFS X6;Oui;Oui;MEDIASTEP106642544;https://media.auchan.fr/MEDIASTEP106642544_0x0/
P02000000000W4U;BIO VAL DE BELLE OEUFS X10;Oui;Oui;MEDIASTEP106642543;https://media.auchan.fr/MEDIASTEP106642543_0x0/
P02000000000Z99;REG BIOL PLUME OEUF X12 PACA;;Oui;MEDIASTEP141705598;https://media.auchan.fr/MEDIASTEP141705598_0x0/
P02000000000Z9C;REG BIOL PLUME OEUFS X6 PACA;;Oui;MEDIASTEP161759459;https://media.auchan.fr/MEDIASTEP161759459_0x0/
P020000000011TY;BIO OEUFS 10+2 OFF TC LUSTUCRU;;Oui;MEDIASTEP149603589;https://media.auchan.fr/MEDIASTEP149603589_0x0/
P0200000000175S;BIO OEUF AGISSONS X10+2OFF;;Oui;MEDIASTEP160661031;https://media.auchan.fr/MEDIASTEP160661031_0x0/
A0220090319000049092;AUCHAN BIOD BUCHE AFFINEE 150G;Oui;;MEDIASTEP61590114;https://media.auchan.fr/MEDIASTEP61590114_0x0/
P020000000003B8;BIOL CARRE FRAIS PORTION 8X25G;Oui;;MEDIASTEP132035315;https://media.auchan.fr/MEDIASTEP132035315_0x0/
P020000000003WA;BIO AMBROSI BURRATA 125G;Oui;;MEDIASTEP61960181;https://media.auchan.fr/MEDIASTEP61960181_0x0/
A0220151216000017760;BIO AMBROSI MOZZA BUFALA 125G;Oui;;MEDIASTEP133103205;https://media.auchan.fr/MEDIASTEP133103205_0x0/
A0220110530000320035;BIO ISIGNY MIMOLETTE 1/2V 200G;;Oui;MEDIASTEP155195170;https://media.auchan.fr/MEDIASTEP155195170_0x0/
A0220130704000653826;BIO AMBROSI RICOTTA BOL 250G;Oui;Oui;MEDIASTEP160235218;https://media.auchan.fr/MEDIASTEP160235218_0x0/
A0219971021000049107;BIO MUNSTER 200G;Oui;Oui;MEDIASTEP125668172;https://media.auchan.fr/MEDIASTEP125668172_0x0/
A0220090220000365564;BIO AMBROSI PARMIGIANO 200G;Oui;;MEDIASTEP138109761;https://media.auchan.fr/MEDIASTEP138109761_0x0/
A0220090319000049113;AUCHAN BIO OVALE 180G;Oui;;MEDIASTEP61590113;https://media.auchan.fr/MEDIASTEP61590113_0x0/
P020000000002O6;AUCHAN BIOD EMMENTAL 250G;Oui;;MEDIASTEP57976729;https://media.auchan.fr/MEDIASTEP57976729_0x0/
P020000000002AV;BIO PETIT FRAIS CHEVRE 140G;Oui;;MEDIASTEP59250313;https://media.auchan.fr/MEDIASTEP59250313_0x0/
P020000000004AC;AUCHAN BIO MOZZA BUFALA 125G;Oui;;MEDIASTEP58648849;https://media.auchan.fr/MEDIASTEP58648849_0x0/
A0220151120000013935;BIO JURAFLORE COMTE 200G;Oui;;MEDIASTEP103292735;https://media.auchan.fr/MEDIASTEP103292735_0x0/
A0220150409000806532;AUCHAN BIO MASCARPONE 250G;Oui;;MEDIASTEP57976566;https://media.auchan.fr/MEDIASTEP57976566_0x0/
A0220150219000804357;AUCHAN BIO PARMIGIANO 180G;Oui;;MEDIASTEP57976728;https://media.auchan.fr/MEDIASTEP57976728_0x0/
A0220131001000658086;BIO PAYSANGE ORTOLAN 29% 250G;Oui;;MEDIASTEP160038612;https://media.auchan.fr/MEDIASTEP160038612_0x0/
A0220140814000797020;AUCHAN BIOD EMMENTAL RAPE 200G;Oui;;MEDIASTEP57976801;https://media.auchan.fr/MEDIASTEP57976801_0x0/
A0220131001000658050;BIOL ROQUEFORT SOCIET AOP 100G;Oui;;MEDIASTEP147012285;https://media.auchan.fr/MEDIASTEP147012285_0x0/
A0220111031000542549;AUCHAN BIO MORBIER 180G;Oui;;MEDIASTEP57976473;https://media.auchan.fr/MEDIASTEP57976473_0x0/
A0220110510000026264;BIO ETOILE ST MARCELLIN X3;;Oui;MEDIASTEP92859776;https://media.auchan.fr/MEDIASTEP92859776_0x0/
A0220110218000245331;BIO BRIQUE DE CHEVRE 150G;Oui;;MEDIASTEP59377202;https://media.auchan.fr/MEDIASTEP59377202_0x0/
A0220100916000043774;AUCHAN BIOD CAMEMBERT 250G;Oui;;MEDIASTEP61590288;https://media.auchan.fr/MEDIASTEP61590288_0x0/
A0220110426000363443;BIO GILLOT CAMEMBERT 250G;Oui;Oui;MEDIASTEP132191384;https://media.auchan.fr/MEDIASTEP132191384_0x0/
A0220100401000651696;BIOL SOIGNON BUCHE 180G;Oui;;MEDIASTEP155181154;https://media.auchan.fr/MEDIASTEP155181154_0x0/
A0220091007000025429;BIO ROUCOULONS 125G;Oui;Oui;MEDIASTEP76248735;https://media.auchan.fr/MEDIASTEP76248735_0x0/
A0220090319000047243;AUCHAN BIO FETA GRECQUE 200G;Oui;;MEDIASTEP57434296;https://media.auchan.fr/MEDIASTEP57434296_0x0/
A0220090319000049047;AUCHAN BIO PERAIL BREBIS 150G;Oui;;MEDIASTEP57434126;https://media.auchan.fr/MEDIASTEP57434126_0x0/
A0220090319000047308;AUCHAN BIOD MOZZARELLA 125G;Oui;;MEDIASTEP57434295;https://media.auchan.fr/MEDIASTEP57434295_0x0/
A0220090319000048985;AUCHAN BIO CHEVRE PYRAMIDE125G;Oui;;MEDIASTEP57434123;https://media.auchan.fr/MEDIASTEP57434123_0x0/
A0220090319000047305;AUCHAN BIOD PARMIGIA RAPE 50G;Oui;;MEDIASTEP161046318;https://media.auchan.fr/MEDIASTEP161046318_0x0/
A0220090319000047875;AUCHAN BIO ST FELICIEN 150G;Oui;;MEDIASTEP57433713;https://media.auchan.fr/MEDIASTEP57433713_0x0/
A0220060927000302429;AUCHAN BIO ROQUEFORT AOC 100G;Oui;;MEDIASTEP57433660;https://media.auchan.fr/MEDIASTEP57433660_0x0/
A0220061011000348761;AUCHAN BIO EMMENTAL RAPE 100G;Oui;;MEDIASTEP124542989;https://media.auchan.fr/MEDIASTEP124542989_0x0/
